,Left-Cerebral-White-Matter,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,ctx_lh_G_and_S_frontomargin,ctx_lh_G_and_S_occipital_inf,ctx_lh_G_and_S_paracentral,ctx_lh_G_and_S_subcentral,ctx_lh_G_and_S_transv_frontopol,ctx_lh_G_and_S_cingul-Ant,ctx_lh_G_and_S_cingul-Mid-Ant,ctx_lh_G_and_S_cingul-Mid-Post,ctx_lh_G_cingul-Post-dorsal,ctx_lh_G_cingul-Post-ventral,ctx_lh_G_cuneus,ctx_lh_G_front_inf-Opercular,ctx_lh_G_front_inf-Orbital,ctx_lh_G_front_inf-Triangul,ctx_lh_G_front_middle,ctx_lh_G_front_sup,ctx_lh_G_Ins_lg_and_S_cent_ins,ctx_lh_G_insular_short,ctx_lh_G_occipital_middle,ctx_lh_G_occipital_sup,ctx_lh_G_oc-temp_lat-fusifor,ctx_lh_G_oc-temp_med-Lingual,ctx_lh_G_oc-temp_med-Parahip,ctx_lh_G_orbital,ctx_lh_G_pariet_inf-Angular,ctx_lh_G_pariet_inf-Supramar,ctx_lh_G_parietal_sup,ctx_lh_G_postcentral,ctx_lh_G_precentral,ctx_lh_G_precuneus,ctx_lh_G_rectus,ctx_lh_G_subcallosal,ctx_lh_G_temp_sup-G_T_transv,ctx_lh_G_temp_sup-Lateral,ctx_lh_G_temp_sup-Plan_polar,ctx_lh_G_temp_sup-Plan_tempo,ctx_lh_G_temporal_inf,ctx_lh_G_temporal_middle,ctx_lh_Lat_Fis-ant-Horizont,ctx_lh_Lat_Fis-ant-Vertical,ctx_lh_Lat_Fis-post,ctx_lh_Pole_occipital,ctx_lh_Pole_temporal,ctx_lh_S_calcarine,ctx_lh_S_central,ctx_lh_S_cingul-Marginalis,ctx_lh_S_circular_insula_ant,ctx_lh_S_circular_insula_inf,ctx_lh_S_circular_insula_sup,ctx_lh_S_collat_transv_ant,ctx_lh_S_collat_transv_post,ctx_lh_S_front_inf,ctx_lh_S_front_middle,ctx_lh_S_front_sup,ctx_lh_S_interm_prim-Jensen,ctx_lh_S_intrapariet_and_P_trans,ctx_lh_S_oc_middle_and_Lunatus,ctx_lh_S_oc_sup_and_transversal,ctx_lh_S_occipital_ant,ctx_lh_S_oc-temp_lat,ctx_lh_S_oc-temp_med_and_Lingual,ctx_lh_S_orbital_lateral,ctx_lh_S_orbital_med-olfact,ctx_lh_S_orbital-H_Shaped,ctx_lh_S_parieto_occipital,ctx_lh_S_pericallosal,ctx_lh_S_postcentral,ctx_lh_S_precentral-inf-part,ctx_lh_S_precentral-sup-part,ctx_lh_S_suborbital,ctx_lh_S_subparietal,ctx_lh_S_temporal_inf,ctx_lh_S_temporal_sup,ctx_lh_S_temporal_transverse,ctx_rh_G_and_S_frontomargin,ctx_rh_G_and_S_occipital_inf,ctx_rh_G_and_S_paracentral,ctx_rh_G_and_S_subcentral,ctx_rh_G_and_S_transv_frontopol,ctx_rh_G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Mid-Ant,ctx_rh_G_and_S_cingul-Mid-Post,ctx_rh_G_cingul-Post-dorsal,ctx_rh_G_cingul-Post-ventral,ctx_rh_G_cuneus,ctx_rh_G_front_inf-Opercular,ctx_rh_G_front_inf-Orbital,ctx_rh_G_front_inf-Triangul,ctx_rh_G_front_middle,ctx_rh_G_front_sup,ctx_rh_G_Ins_lg_and_S_cent_ins,ctx_rh_G_insular_short,ctx_rh_G_occipital_middle,ctx_rh_G_occipital_sup,ctx_rh_G_oc-temp_lat-fusifor,ctx_rh_G_oc-temp_med-Lingual,ctx_rh_G_oc-temp_med-Parahip,ctx_rh_G_orbital,ctx_rh_G_pariet_inf-Angular,ctx_rh_G_pariet_inf-Supramar,ctx_rh_G_parietal_sup,ctx_rh_G_postcentral,ctx_rh_G_precentral,ctx_rh_G_precuneus,ctx_rh_G_rectus,ctx_rh_G_subcallosal,ctx_rh_G_temp_sup-G_T_transv,ctx_rh_G_temp_sup-Lateral,ctx_rh_G_temp_sup-Plan_polar,ctx_rh_G_temp_sup-Plan_tempo,ctx_rh_G_temporal_inf,ctx_rh_G_temporal_middle,ctx_rh_Lat_Fis-ant-Horizont,ctx_rh_Lat_Fis-ant-Vertical,ctx_rh_Lat_Fis-post,ctx_rh_Pole_occipital,ctx_rh_Pole_temporal,ctx_rh_S_calcarine,ctx_rh_S_central,ctx_rh_S_cingul-Marginalis,ctx_rh_S_circular_insula_ant,ctx_rh_S_circular_insula_inf,ctx_rh_S_circular_insula_sup,ctx_rh_S_collat_transv_ant,ctx_rh_S_collat_transv_post,ctx_rh_S_front_inf,ctx_rh_S_front_middle,ctx_rh_S_front_sup,ctx_rh_S_interm_prim-Jensen,ctx_rh_S_intrapariet_and_P_trans,ctx_rh_S_oc_middle_and_Lunatus,ctx_rh_S_oc_sup_and_transversal,ctx_rh_S_occipital_ant,ctx_rh_S_oc-temp_lat,ctx_rh_S_oc-temp_med_and_Lingual,ctx_rh_S_orbital_lateral,ctx_rh_S_orbital_med-olfact,ctx_rh_S_orbital-H_Shaped,ctx_rh_S_parieto_occipital,ctx_rh_S_pericallosal,ctx_rh_S_postcentral,ctx_rh_S_precentral-inf-part,ctx_rh_S_precentral-sup-part,ctx_rh_S_suborbital,ctx_rh_S_subparietal,ctx_rh_S_temporal_inf,ctx_rh_S_temporal_sup,ctx_rh_S_temporal_transverse
D1,-0.04850877848,-0.2595799345,0.1617374235,-0.8749422489,-0.8767066666,0.2600291421,4.375105316,5.428082251,2.523566287,-0.7489219501,-0.6419868626,-0.782490159,0.1416282959,0.7988786687,-0.5544718602,3.702340529,-0.07309543736,1.708173133,-0.05876081402,0.04352874313,-0.2447353167,0.170672717,-0.913806925,-0.9018586603,0.3637229458,4.20128107,5.62775792,2.85397329,0.1725324779,0.854657597,3.33302643,-0.04744013706,1.841977731,-0.1313009151,-0.6954973979,-1.007363425,-0.8301009672,-1.005331958,-0.8933960016,-0.9124669344,-0.4107205808,0.4832376048,-0.2736158655,-0.2792176685,0.1228237286,0.03211788735,0.9468306267,0.659111902,0.5771294157,1.079147307,0.1393434011,0.546240057,0.4057783982,0.2971774545,0.1733634053,-0.04047986944,0.1640910049,1.061941893,0.9703087386,-0.4400060461,-0.3150643036,0.467508039,0.3847198282,0.1316877759,0.2344556095,-0.2870176074,-0.0698505117,-0.1730567759,-0.5260646506,-0.4389192435,0.69232667,0.8986118255,1.235519901,0.7433810141,0.02996720588,0.5489709994,0.1396249097,0.2881175432,0.1657379245,0.1976833275,0.2348712422,0.3204409574,-0.4400442365,0.4369547168,0.5140788337,-0.1735910083,0.537069245,0.8394620826,0.8289934136,0.7996995766,0.5412741046,0.4649352471,0.3863456441,0.3895441646,0.2330423508,0.2517993515,0.1891694389,-0.1101584729,0.03696780412,0.2708262774,0.6065910857,0.8700987393,0.4831562367,1.209492731,0.6052888095,0.6210746856,-0.1160616038,0.04333341918,0.1019781604,0.02928564873,1.137058737,0.5873324378,0.3062197082,0.4780542766,0.2083000741,0.5796513711,-0.2353561996,-0.2288401388,0.3724824533,0.2271592098,1.067692454,0.6654632893,0.6208015702,1.08326562,0.4519819427,0.5424702513,0.628248806,0.3912818485,0.2879831806,0.1100818207,0.1696037602,1.273320271,1.051549566,-0.1184593851,-0.2982521985,0.4988027754,0.4158173914,0.1324059355,0.2272145043,0.07402657493,0.1841327372,-0.200426667,-0.454643075,-0.2885638596,0.5198347828,0.9987138272,1.431858938,1.00485365,0.2159545389,0.7133401703,0.3833076247,0.3485792829,0.4308270703,0.277408092,0.3842392744,0.7339957364,-0.2663842866,0.3944164301,0.3728350276,-0.006886685333,0.6444588416,0.811904404,0.9883960691,0.9933544917,0.6672138604,0.5510834619,0.3927729834,0.5025975732,0.373296277,0.4519508539,0.07857671672,0.06231965588,-0.0587278504,0.2971621006,0.783142638,0.8427966293,0.6225068598,1.29693133,0.6879454342,0.4172796787,-0.09953811965,0.231134385,0.4790438253,0.04982806948,1.257805551,0.6122190106,0.7211277885,0.8298615125,0.574330165
D2,-0.04740643249,0.3580972459,0.1348476784,-0.7379776132,-0.7068946474,1.508442325,5.293422994,6.707946679,2.930723845,1.409648085,-0.3824592709,-0.1888510511,0.08309449023,1.116624764,0.6386306261,4.756515024,0.9543906501,2.991049089,-0.1417074182,-0.03306649128,0.1395627332,0.396986211,-0.7382026722,-0.6918324624,1.766224897,5.012859667,6.719547057,2.976558084,0.1128106912,1.069929658,4.113739749,1.077700358,2.589400005,-0.1095210553,0.07002337701,0.0804357607,-0.8607289635,-0.5798779708,-0.6055217198,-0.540724879,-0.3664284191,-0.04579412136,-0.0253567439,-0.3634678639,0.04251049967,-0.1233152775,0.06203609573,-0.03179700177,-0.198236341,-0.2183859358,-0.6163718564,-0.2640125915,0.08422651028,-0.03447075015,0.02559656674,-0.04278497247,-0.09525033907,0.8223976499,0.6880021082,-0.02908942186,-0.2205325746,0.1706176019,-0.4129699468,0.1816762941,-0.0374516434,0.01101650313,0.02156067197,-0.1179380527,-0.2134893466,-0.2097663695,-0.1021088513,0.02873004196,1.653077587,0.1031544937,0.4707325677,0.5408889238,0.2004400154,0.5412292601,0.5921988456,-0.1190425333,-0.06459255063,-0.2195755208,-0.3599569253,0.7438270227,-0.3676179619,-0.3112789088,-0.2026455747,0.473540477,0.6667519513,0.5036855468,0.5689316524,-0.1285323656,-0.2420433705,-0.1718521479,-0.2300467425,0.3468880853,-0.1577226034,-0.07667198883,-0.1323119185,-0.04011373289,0.01663526491,0.1590559695,-0.0128077126,0.4679975445,-0.02486697154,-0.1786167589,-0.457800161,-0.1217808859,-0.2196842524,-0.3547094317,0.06525584078,-0.1928763558,0.2136888986,0.2754407755,-0.001666659347,-0.1093683867,0.08968859891,-0.3570899662,0.08201057056,-0.1378344842,0.1323428068,0.05262489503,-0.1831634221,-0.2391111584,-0.5597897916,-0.2368912999,0.1191087089,0.02153793694,-0.008904477307,-0.08719856575,-0.1030389298,1.107438028,0.7555699738,0.08802747993,-0.09897456411,0.3426234848,-0.3283343236,0.05317293629,-0.04723134434,0.1748228598,0.0230268374,-0.1099523942,-0.2328411982,-0.2323620459,-0.1106119951,0.06864293796,1.527101516,0.1634269247,0.5346998524,0.650984039,0.2256751416,0.7008029633,0.6549503721,-0.1115129603,-0.07360588107,-0.03234050828,-0.2576505525,0.7205276026,-0.3838915621,-0.3564498615,-0.2115414163,0.4494079571,0.7324986972,0.8218745464,0.7134337426,-0.1122701893,-0.2571354331,-0.06197307577,-0.2275716527,0.1727343257,-0.2069963322,-0.1522946747,-0.1390271708,0.05887528549,0.2187041587,0.2696898367,-0.05388244209,0.7750408289,-0.02847382535,-0.2675272328,-0.5056843776,-0.2189055143,-0.1950668236,-0.339582613,0.1320543909,-0.2034876506,0.2831672326,0.2085013005,0.0853036383
DAT,0.320753783,-0.477202575,0.9306627834,0.04723408671,-0.1911847731,1.124392473,3.031972188,3.81513622,4.119810636,0.5639901633,-0.1213780323,0.4018011436,0.8058219901,1.13206957,-0.4436825194,4.061596155,1.254497927,2.942417018,-0.01583258759,0.3563886639,-0.5586625967,1.096759432,0.08214746352,-0.1694789675,0.929775645,2.976306493,4.164073729,3.655303101,0.6894152328,1.064845714,3.829855978,1.18261179,3.280780617,-0.4056727673,-0.09320450556,-1.269909364,-0.02152951232,-0.7784701277,-0.5551806802,-0.2201300244,0.7648598003,-0.5681190963,-0.3334068066,-0.4670705915,-0.07232899045,-0.7341220448,0.3418877227,0.3518681861,0.351870022,0.2878765442,0.03779260471,-0.04443201776,0.01155792062,-0.07621841654,-0.183445164,-0.40261307,-0.3613657885,0.872360839,0.6987241457,-0.5681485437,-0.4884272091,0.1276576542,0.08825756478,0.3649863951,-0.2284189083,-0.6732616457,-0.3189659177,-0.5616509157,-0.5229607119,-0.4752022334,-0.1108317283,-0.03631653811,2.333015708,0.31257898,-0.230391677,0.204402458,-0.1019341756,-0.1330129151,-0.2033451761,0.2582778946,0.2456857719,0.3704095903,-0.4126103633,0.1031496136,0.1343175216,0.0392600086,0.2344112415,0.772799553,0.7562927647,0.9100835822,0.4438916638,0.1738306,0.2495018213,0.1681660195,0.008282783486,-0.2959571519,0.02518121768,-0.1172917725,-0.04411247905,0.1082388451,0.3125296196,0.2876224409,-0.0452328478,0.8162397661,0.07417803877,0.170094514,0.35923109,0.02311984874,0.1633077695,0.04227947818,0.4130439653,0.2689000339,0.2106364825,0.1212011336,0.178377128,-0.5011872892,-0.1665181553,-0.5233802479,0.04359296747,-0.5884187941,0.3582383301,0.2947727444,0.2947409212,0.2711224906,0.03281868028,-0.09211002426,0.07092577673,-0.07099161191,-0.1264877025,-0.3651517651,-0.3976302279,1.039409964,0.7847701431,-0.299919058,-0.562930699,0.1431513726,0.04445909283,0.3349014718,-0.1618150854,-0.458892876,-0.2509408818,-0.6693347175,-0.4854925749,-0.4530234452,-0.2610362351,0.0381697522,2.247122037,0.3932344038,-0.09525488623,0.5280009704,-0.009751252783,-0.06379525552,-0.0501967189,0.3564323522,0.169058809,0.4598960485,-0.3385035911,0.1426599876,0.1875800663,0.08008883593,0.1688846794,0.976609506,0.8162948174,1.064243168,0.3877266787,0.2016847975,0.2901433384,0.03285386338,0.1265097495,-0.1828606433,0.004028905112,0.08182865445,0.04788980762,0.08544935204,0.2727693018,0.275433109,0.07473286259,1.405355344,0.176759465,0.1543279379,0.2966693115,0.04100256935,0.2390493294,0.04348688961,0.3719559176,0.2307471156,0.2751995286,0.269781704,0.2919243755
NET,0.007858584938,-1.360071007,-0.6748157026,-0.2966650104,-0.1548350188,1.574592823,-1.676501129,-0.1213345083,-0.03676215463,2.295568474,-0.3527485483,0.5290177384,-0.4002284541,-0.1510637239,-0.3393650436,0.1583595616,1.918082014,-0.1619171567,-1.795200023,0.09451827132,-1.490828329,-0.4211017352,-0.3009543468,-0.03954146027,1.510458586,-1.728721306,0.1060848734,0.03366026598,-0.3194312463,-0.09968808044,0.1187725085,1.909246091,0.07374250181,-1.722369493,-1.675744703,0.3035084609,-1.470575198,-1.661772222,-1.290124897,-1.27445934,-1.590390643,0.1298959114,0.4114177103,1.356142081,1.111861266,-0.5114229663,0.223946446,0.5527890072,0.9922415775,0.4558821379,-1.239393734,0.524607823,0.8004553607,0.4777896766,0.8844336692,0.2266253955,0.2582366379,0.5846038624,0.4077559,-0.02567893924,-0.05265468088,0.338536742,-0.1005800019,-0.6338062706,-0.02741358983,-0.683890793,0.01104929917,-0.05748432139,0.5781437209,0.8693666012,0.4052809629,-0.2196940194,0.1332431595,1.124587138,0.1841396748,-0.2878194955,0.8878915894,0.2810353028,0.4259623922,0.1725530677,0.2623778442,-0.1571125667,0.1605090952,-0.3513794685,0.1602810777,1.363096141,0.8355396149,-0.01116159883,0.2593388939,-0.151827499,-0.3129032691,0.2774727518,0.1834208362,0.369473479,0.1560047377,0.8146818642,0.409879534,0.6856746259,0.7176482262,0.2088954649,-0.4002758374,0.02995385026,0.6159758426,-0.1447535254,-0.1632457368,0.5820945256,-0.5445975769,0.6799407995,0.2622171964,0.45716737,0.07136189783,0.5237119615,-0.1440683686,0.3186502854,0.9587745499,0.05905324222,0.4348855248,1.538921719,1.254895581,-0.4219822296,0.409158123,0.7270065372,1.016995656,0.3853282197,-1.036638245,0.4219954878,1.028542488,0.669073278,0.8446854227,0.04802456795,0.1622228685,0.7943217639,0.6410102758,0.2994086612,-0.07546200649,0.3490393486,-0.03197462097,-0.9446749519,-0.03079494326,0.1879011474,0.4213079876,0.209746141,0.8057024071,0.8617250498,0.5024575347,-0.08698597629,0.1197435537,1.4592981,0.4266913368,-0.2014804305,1.265808821,0.5276287941,0.6662283442,0.4639742959,0.7354655439,0.5479175996,0.1689797554,-0.8466141751,-0.1026582605,1.209952515,0.7867955016,0.2880627911,0.4170298381,0.3505595771,-0.2208087294,0.0430290839,0.4934006036,0.6483972013,0.3739176204,0.8160993035,0.4008586727,0.3460773208,0.502727244,0.1706860569,0.02233417002,-0.003706608217,0.8457799253,-0.1160516033,0.1129282016,0.2135256315,-0.504678925,1.053842499,0.5921776147,0.5873425437,0.2080806729,0.4238844767,0.3007175583,0.4906746083,1.453372324
5HT1A,-0.0537166725,-0.7970456317,0.9084961373,-1.234056769,-1.087548356,-1.077014282,-1.21798745,-0.5927387961,-1.102879941,-0.87455087,-0.6344029937,-1.04874033,2.110742526,1.599727584,-0.9693034436,-0.2897383708,-0.7914279402,-0.1045354562,-1.045518831,-0.0661205997,-0.7950727916,1.647824643,-1.237506258,-1.111794591,-1.063256285,-1.217627376,-0.698269712,-1.137804849,1.967560485,1.494603329,-0.2668077883,-0.8875707361,-0.168694797,-0.9738362871,-1.219215266,-1.156580148,-0.9494215285,-1.081747189,-0.9860058165,-1.015740411,-0.8946731946,0.5514547172,0.2437889215,-0.01943848622,0.7010099739,0.5912903376,0.8821961431,0.4097479171,0.3305581319,0.6861613422,0.2154515532,0.1526568547,1.069439124,0.3024945909,0.3978236484,0.5316009255,0.5922460287,1.828505846,1.956168148,-0.2868587998,-0.3739113424,1.163322035,0.1362893164,2.005582877,0.2982660164,-0.03325875258,0.4337959606,0.1619223854,-0.1031105051,0.005513196957,0.6468279135,0.9196591829,0.5274341699,1.128722048,0.7104576685,1.80961619,0.9251600141,1.18565497,0.7290615282,0.3565248098,0.6241865345,0.1740814566,-0.4924678385,1.246773205,-0.3275184917,-0.03579480649,0.2688285726,0.938632918,1.354178873,0.7200851335,1.772275057,0.1138221222,0.3683601567,0.4232019206,0.4357229565,0.8854628622,0.2622553648,0.4274500982,0.3995496663,0.990929765,0.6677446225,1.000327566,0.6294327305,1.199488512,0.5932454549,0.1570292555,-0.4148754602,0.4341177157,0.468391021,0.1465442629,1.186829654,0.08795716479,1.300315039,1.121946349,0.7983898075,0.677499765,0.4262611783,-0.04706792307,0.6657951832,0.7366901754,1.040214551,0.58580209,0.4619477576,0.7744828124,0.2745230035,0.1763073463,1.091781562,0.4261463217,0.4804876633,0.6825185698,0.615098917,2.059386958,2.026939005,0.2815456247,-0.2595697068,1.200132051,0.186834916,1.763302407,0.3271525425,0.3839679795,0.5369621244,0.0991339175,-0.1112135308,0.06469348678,0.5946514863,0.9019456705,0.6979773988,1.134252858,0.8622970382,1.796092145,0.8795658631,1.296650973,0.9991993931,0.4087612167,0.748302309,0.2427194138,-0.3797239634,1.119294316,-0.2377397117,-0.1015404296,0.4017138173,1.048117385,1.230142032,0.7526285073,1.881032407,-0.1637398919,0.2174535599,0.6724749059,0.3253304539,0.8513311694,0.2892143238,0.5136835798,0.3909243918,0.6484913275,0.8950185986,1.247800254,0.5821514085,0.9551205501,0.6030077483,0.08111720696,-0.407734259,0.2713776573,0.4423391825,0.123391508,1.418347216,0.3055039608,1.336946587,1.028354054,0.7413032611
5HT1B,0.001669626215,-0.7475520048,-0.5790128473,-1.241714108,-1.175333534,-0.4511501292,-0.2927033948,0.6578191852,1.141071527,-0.08495354197,-0.8087332756,-0.9086920241,-0.6477670994,-0.003216563717,-0.8731861053,1.388422136,-0.001331240148,0.3386969646,-0.8715845463,0.01986201077,-0.8037633269,-0.4330903444,-1.2278659,-1.151699625,-0.4376897036,-0.3795465648,0.6570991913,1.283698267,-0.6234321355,-0.02394967053,1.332137507,0.02159053803,0.1299357792,-0.958343116,-1.228003566,-0.9021392148,-1.16244806,-1.205025499,-1.087996222,-1.135722554,-1.06961673,0.9264116246,0.3523050974,0.1666843488,0.8066260023,0.8171515261,0.8059943956,0.8571922954,0.5652697989,0.7747287521,-0.5468927761,1.106206996,1.386008276,0.6816076726,1.174069092,1.164666062,0.898714506,0.2700986898,0.8402915538,0.07473582307,-0.2744918124,0.3125770725,1.162897426,-0.7056835172,0.2157939444,0.1979251986,0.5630238141,0.3138659246,0.2491337618,0.6470066844,0.6285231569,0.5509501539,0.4296698674,1.006957027,0.089656795,-0.2084814321,0.9950900555,0.3773527533,0.3655050216,0.8048292569,1.082206518,-0.01826513233,0.2734361102,-0.2885411645,1.259202355,0.6160853333,0.2954942198,0.582909892,0.07109568052,0.1254555833,-0.29663313,0.4754016082,0.980474469,0.8060196491,0.7731384798,1.148229256,0.567262701,1.08564243,0.9616291364,0.6816100171,-0.1311448429,-0.09293823597,1.316758103,0.5459687605,0.7985375587,0.6046107842,-0.4657381277,0.3932913933,0.9863139479,0.5943894639,0.5541889785,0.3288388478,0.2451899434,0.676967978,0.8871116666,0.8122496385,0.4100902232,0.07718501442,0.5285425992,0.9361312189,0.8031371997,0.8856473677,0.5512798236,0.6821038037,-0.4808302109,1.077206965,1.246854021,0.7727915013,0.9898413897,1.2465841,0.8859461903,0.3248365188,0.9546190691,0.4330372137,0.04391480895,0.2805581329,1.060394464,-0.7357005186,0.1834673142,0.4481238149,0.4707492481,0.0988077737,0.2133620438,0.6170306971,0.5063011641,0.570418988,0.6124362473,1.012639387,0.03537276395,-0.1324542656,1.016473251,0.3532218712,0.4113651424,0.9363370762,1.286386501,0.1934727578,0.6373245878,-0.4522644187,0.5336117089,0.6503111122,0.3091553764,0.8262168311,0.04529021554,0.4224152824,-0.2027936223,-0.08024319125,0.9041376137,1.217041121,0.7800783282,0.9330189979,0.5115833427,0.9718403024,0.8653394816,0.4268780502,0.1269188097,-0.2137343145,1.30455695,0.6408011558,0.8192488853,0.2203049639,-0.6725300164,0.5328097404,1.07571104,0.5011093851,0.5831070627,0.3685376179,0.4387640363,0.6212402952,1.145964932
5HT2A,-0.3871219355,-0.4507255965,0.2529979156,-0.7138219886,-0.6435819281,-0.1374526618,-0.6250201014,-0.06413187146,-0.4049002607,-0.5296781792,-0.4288308668,-0.6688152198,0.0218967323,0.005757754143,-0.5660982898,0.2915092477,-0.6371447645,-0.4152057469,-0.1257412981,-0.4017248553,-0.4558673492,-0.07063680047,-0.7122810914,-0.6537495788,-0.1326675054,-0.641396338,-0.1346570816,-0.4274772057,-0.05121882819,-0.1277657081,-0.001852363975,-0.6338219547,-0.3933937053,-0.3185316357,-0.7367513912,-0.7593839765,-0.7593839765,-0.7553690357,-0.752262006,-0.7547127648,-0.7523146506,0.8093162089,0.8801186125,0.2876208154,0.8388128793,1.169283906,0.5836853755,0.5783204868,0.35899421,0.5371137521,0.660500533,0.9484704859,1.259571691,1.222188348,0.9873627198,1.015621678,0.9637714043,0.8311833773,0.9231350655,1.134846885,0.6617648568,0.9354363328,1.041942181,0.332863391,1.437683066,1.304411609,1.087729859,0.5687304601,0.327267871,0.6898539422,0.9132091306,0.850618832,-0.2046660792,1.124109013,1.378531628,0.6091301582,1.033637405,1.569606545,1.682876573,0.745469901,0.852861202,0.8336048782,0.808276024,1.084873732,0.8434136574,0.2476805896,0.6117683318,0.640638103,0.8949227577,0.79109026,0.8848609609,0.7154973991,0.4467338341,0.1334598717,0.3230584328,0.5705483679,0.683650248,0.5552280966,0.7937162101,1.037783128,0.9469951373,1.057821452,0.6832517574,0.7389254289,0.7231888622,0.7313708221,0.04798936874,0.3875761949,0.735800337,0.5444083503,0.8112799324,0.8399121082,0.8145735829,0.8680939916,1.395175991,0.9534210031,1.06192756,0.2079475427,0.921611606,1.17993922,0.6479824068,0.7029641918,0.4015773839,0.9523215715,0.895306614,1.038072304,1.067531751,1.107840877,0.8646385324,1.113399017,0.977964348,0.8290698786,0.6721558837,1.142668405,0.5297255778,0.9101468656,0.9318886933,0.2852912573,1.498362053,1.078677345,1.053210065,0.632162765,0.4936598392,0.6914930018,0.9309096845,1.236320516,0.01663092669,1.318501878,1.385197607,0.4724582979,1.38364348,1.229396205,1.436709797,0.4806693328,0.1690751993,0.7594798279,0.9853942767,0.9687703231,0.7408286132,0.1463369348,0.6312992085,0.8622567535,0.6740747666,0.6860673384,0.700362815,0.903237369,0.4236559331,0.6417358762,0.3928874116,0.5920325014,0.4398161703,0.7923721817,0.43198108,0.7255446606,0.7127353515,0.7143925715,0.6091884567,0.49288928,1.017034749,0.5870793568,0.2595908961,0.3528465426,0.854376219,0.2181869213,1.013446835,0.6520564779,0.6511770837,0.8925692538,1.436685875
5HT4,-0.3259911612,-0.2537258068,0.5079113192,-0.6517788159,-0.5803722933,0.4991713328,3.529580791,5.410942029,3.875249738,-0.108831704,-0.4483415431,-0.1799002018,0.9334052034,0.8189388104,-0.460117612,2.336453603,-0.2731540753,1.255024499,-0.4346987585,-0.3412270248,-0.234647147,0.3883221138,-0.6425645408,-0.5882213521,0.5018165384,3.126096813,5.102792669,4.268547319,0.8078199003,0.7563458998,2.711094937,-0.2319373282,1.476611368,-0.5447891348,-0.561368275,-0.6872344017,-0.6872344017,-0.6853960302,-0.6819173127,-0.6819776679,-0.6638528839,0.4524917276,0.4253821399,0.05466818657,0.5692283854,0.6888824187,0.3166023314,0.3080902477,0.1443354716,0.2539801879,0.412209734,0.3235880369,0.7339402487,0.7193260564,0.507324577,0.5229924889,0.4501772117,0.7734911644,0.816809027,0.7099084358,0.2992216276,0.5608523823,0.2949932568,0.6486695411,0.850578199,0.9580353486,0.8116053763,0.3370188502,0.08216496776,0.2584879634,0.5755232385,0.5263282858,0.1276924081,0.5950799745,1.145111266,0.6781748204,0.6790316416,1.178647742,1.270174678,0.3599834352,0.4005239292,0.4574286867,0.1398966316,0.9856106248,0.1685540206,-0.01075501149,0.3701331032,0.3938199303,0.7197086848,0.5370088394,0.6175705449,0.3244136969,0.1619849823,-0.0293291085,0.05373634716,0.4075613408,0.4005389447,0.2300743866,0.3845643501,0.6484548464,0.6915540859,0.6780819031,0.3760906171,0.535804528,0.3196382296,0.3930524413,-0.08502804201,0.2147356509,0.3354566422,0.1127623221,0.4948921512,0.5260228054,0.5977406452,0.6390997605,0.8713938001,0.5276326663,0.5644631258,0.0008963750123,0.6487798774,0.6775413386,0.4022065848,0.3783114825,0.1908918002,0.5319102603,0.7035222847,0.4035888622,0.5661905836,0.5944690407,0.4347880467,0.5537373872,0.4707104377,0.8494890353,0.5505143818,0.7624386188,0.2519822024,0.5505287825,0.2687965589,0.6295892727,0.8681285941,0.7654796299,0.8164688927,0.3860612328,0.1930575297,0.2507478843,0.5806408738,0.8532499012,0.5786323782,0.7053718424,1.104391248,0.5629646759,0.9257616008,0.9253677953,1.067671259,0.1570166089,-0.06528196114,0.4251398743,0.2512119525,0.8774970651,0.2061235189,-0.08229209345,0.3644020833,0.494044703,0.5340245637,0.4016179321,0.489606581,0.461872272,0.1326537265,0.2836542522,0.0731135817,0.381664433,0.214176257,0.4021082903,0.1897604843,0.4554838352,0.4834080873,0.4378258168,0.3069246153,0.6465748613,0.4221693538,0.2936332721,0.1033146596,0.204554446,0.3292044146,-0.09470304358,0.6724545569,0.3466750075,0.4792138435,0.6624431093,0.8029332271
