,D1,D2,DAT,NET,5HT1A,5HT1B,5HT2A,5HT4,5HT6,5HTT,a4b2,M1,vAChT,NMDA,mGluR5,GABAA/BZ,H3,CB1,MOR
CSF,-0.5544718602,0.6386306261,-0.4436825194,-0.3393650436,-0.9693034436,-0.8731861053,-0.5660982898,-0.460117612,-1.450599647,0.5388164311,1.232656555,-1.263750582,0.07153647508,-0.4772751338,-1.370852308,-0.4374483804,-0.4888893047,-1.847517153,1.004411572
Left-Accumbens-area,3.702340529,4.756515024,4.061596155,0.1583595616,-0.2897383708,1.388422136,0.2915092477,2.336453603,1.735078323,2.833615687,0.5658016208,2.443165034,4.330004249,0.8580702746,1.019578833,0.7710570678,4.172759636,0.8662857052,3.983545642
Left-VentralDC,-0.07309543736,0.9543906501,1.254497927,1.918082014,-0.7914279402,-0.001331240148,-0.6371447645,-0.2731540753,-0.9515359858,0.995701844,2.064536626,-1.293634315,0.6701857558,0.05277489408,-1.005909154,-0.7165336043,0.8330196729,-0.3203804261,-0.0360541548
Left-vessel,1.708173133,2.991049089,2.942417018,-0.1619171567,-0.1045354562,0.3386969646,-0.4152057469,1.255024499,1.114193926,2.278894385,-0.2304116504,0.6377324234,3.186480127,0.5386555523,-0.04840578042,0.4159899345,5.69701688,1.167648789,0.7763297111
Left-choroid-plexus,-0.05876081402,-0.1417074182,-0.01583258759,-1.795200023,-1.045518831,-0.8715845463,-0.1257412981,-0.4346987585,-1.147822866,-0.256701647,-0.1380373787,-1.287819584,-0.02018070572,0.1875387596,-1.782660237,-0.4148906563,-1.0005941,-1.803179493,-0.09710009401
Right-Cerebral-White-Matter,0.04352874313,-0.03306649128,0.3563886639,0.09451827132,-0.0661205997,0.01986201077,-0.4017248553,-0.3412270248,0.1778913988,-0.2945831191,-0.05776662793,-0.08405239057,-0.1041698211,-0.03980120718,-0.1276278448,0.2789934566,-0.1827922972,-0.3270451278,-0.2994577756
Right-Lateral-Ventricle,-0.2447353167,0.1395627332,-0.5586625967,-1.490828329,-0.7950727916,-0.8037633269,-0.4558673492,-0.234647147,-0.825961649,-0.2817860526,-0.7513433917,-0.7421955725,-0.04614465707,-0.8290827319,-1.216208057,-0.2642919266,-0.4176503973,-1.441130454,-0.5344948264
Right-Inf-Lat-Vent,0.170672717,0.396986211,1.096759432,-0.4211017352,1.647824643,-0.4330903444,-0.07063680047,0.3883221138,-0.2067800568,0.6848178221,-0.3796560239,0.07317467493,0.5144531239,-0.4741805314,-0.4725499865,-0.04986453214,-0.1106369045,0.7960474358,-0.02366684655
Right-Cerebellum-White-Matter,-0.913806925,-0.7382026722,0.08214746352,-0.3009543468,-1.237506258,-1.2278659,-0.7122810914,-0.6425645408,-0.9695059179,-0.4268137819,0.9785423251,-1.599056294,0.261592044,0.1567849404,-1.344834881,-0.1693301045,-0.9140640881,-0.5592862772,-0.3516510063
Right-Cerebellum-Cortex,-0.9018586603,-0.6918324624,-0.1694789675,-0.03954146027,-1.111794591,-1.151699625,-0.6537495788,-0.5882213521,-0.8913031093,-0.4516961228,1.347737549,-1.445601925,0.2607231642,0.3645150164,-1.251636874,-0.07968594472,-0.2244384826,0.1647367632,0.3073432482
Right-Thalamus-Proper,0.3637229458,1.766224897,0.929775645,1.510458586,-1.063256285,-0.4376897036,-0.1326675054,0.5018165384,-0.7943668058,3.716401509,4.882322917,-1.109841113,1.43109496,1.536329063,-0.3056572027,-0.2676921482,0.3090653127,-1.188141582,2.800709173
Right-Caudate,4.20128107,5.012859667,2.976306493,-1.728721306,-1.217627376,-0.3795465648,-0.641396338,3.126096813,1.12294741,1.300747099,-0.06944815471,1.160946829,4.995084761,0.7886133223,0.2565680608,-0.1298829656,1.987211542,-0.8246701415,1.87182711
Right-Putamen,5.62775792,6.719547057,4.164073729,0.1060848734,-0.698269712,0.6570991913,-0.1346570816,5.102792669,2.90563323,3.830604704,0.5603469533,2.234162994,7.104317763,1.313591918,1.069711157,0.3182645943,4.766376243,1.61919868,2.010528402
Right-Pallidum,2.85397329,2.976558084,3.655303101,0.03366026598,-1.137804849,1.283698267,-0.4274772057,4.268547319,0.8736278638,3.407713813,0.2806368296,-0.2876856002,3.030992523,0.9180172336,-0.4052459248,-0.3381836447,3.433127115,1.99701512,0.4879156589
Right-Hippocampus,0.1725324779,0.1128106912,0.6894152328,-0.3194312463,1.967560485,-0.6234321355,-0.05121882819,0.8078199003,-0.4876447509,0.6252852174,-0.1134802469,-0.235879882,0.7708929159,0.9811974526,-0.05661419813,0.1036434408,-0.1736327391,0.4506809558,-0.4562892894
Right-Amygdala,0.854657597,1.069929658,1.064845714,-0.09968808044,1.494603329,-0.02394967053,-0.1277657081,0.7563458998,-0.5080016475,2.214489885,-0.4238503214,0.8337941858,1.293232038,0.4802694216,0.1035383866,0.01571995749,1.502243485,1.015498802,2.249036977
Right-Accumbens-area,3.33302643,4.113739749,3.829855978,0.1187725085,-0.2668077883,1.332137507,-0.001852363975,2.711094937,0.8016197904,2.799587005,0.4325095517,2.095364105,3.93368559,0.8450378663,0.8841267116,0.4207929523,5.585418806,0.9542970555,3.9771172
Right-VentralDC,-0.04744013706,1.077700358,1.18261179,1.909246091,-0.8875707361,0.02159053803,-0.6338219547,-0.2319373282,-0.9863346757,1.402300607,2.166729771,-1.285345004,0.6835352448,0.06285894135,-0.9857826319,-0.6395882939,0.9701878459,-0.2878101777,-0.0009541125775
Right-vessel,1.841977731,2.589400005,3.280780617,0.07374250181,-0.168694797,0.1299357792,-0.3933937053,1.476611368,0.6017075201,2.81633838,-0.245117872,0.3459064797,3.014146392,0.1808143872,0.02977447223,0.4305422187,3.674021435,0.9290389895,0.8016006947
Right-choroid-plexus,-0.1313009151,-0.1095210553,-0.4056727673,-1.722369493,-0.9738362871,-0.958343116,-0.3185316357,-0.5447891348,-1.288978282,-0.3376395952,0.2454423788,-1.30174289,0.02277909892,0.1575862922,-1.769592705,-0.4393064165,-1.009996984,-1.899777801,-0.1983191132
WM-hypointensities,-0.6954973979,0.07002337701,-0.09320450556,-1.675744703,-1.219215266,-1.228003566,-0.7367513912,-0.561368275,-0.7891579583,-0.4821946947,-1.386030222,-1.144872818,-0.5459394457,-1.465120419,-1.776746874,-0.611315869,-0.8744995846,-1.898100648,-1.188063892
Optic-Chiasm,-1.007363425,0.0804357607,-1.269909364,0.3035084609,-1.156580148,-0.9021392148,-0.7593839765,-0.6872344017,-2.323411245,-0.5895609856,-1.168557229,-1.480718244,-0.03055493933,-1.506502817,-1.981920918,-1.152495381,0.7263792026,-1.627413761,-0.6494759889
CC_Posterior,-0.8301009672,-0.8607289635,-0.02152951232,-1.470575198,-0.9494215285,-1.16244806,-0.7593839765,-0.6872344017,-1.832537049,-0.5895609856,-1.643636249,-1.392557367,-0.9481935969,-1.174342159,-1.521893448,-0.2982764521,-1.596805035,-2.117614895,-1.313222139
CC_Mid_Posterior,-1.005331958,-0.5798779708,-0.7784701277,-1.661772222,-1.081747189,-1.205025499,-0.7553690357,-0.6853960302,-1.846761387,-0.5877648074,-1.035241628,-1.510212486,-0.890499686,-1.190066193,-1.84299436,0.1060566793,-1.360362034,-2.618139588,-1.262870134
CC_Central,-0.8933960016,-0.6055217198,-0.5551806802,-1.290124897,-0.9860058165,-1.087996222,-0.752262006,-0.6819173127,-1.560302965,-0.5875235089,-1.175077693,-1.261524986,-0.8578511089,-1.368440693,-1.597401579,0.2404634556,-1.120781571,-2.253367748,-1.18865707
CC_Mid_Anterior,-0.9124669344,-0.540724879,-0.2201300244,-1.27445934,-1.015740411,-1.135722554,-0.7547127648,-0.6819776679,-1.132502519,-0.5866813961,-1.511274898,-1.241929682,-0.780037804,-1.469632236,-1.660352224,-0.2709772442,-0.9459888724,-2.122735832,-1.223528704
CC_Anterior,-0.4107205808,-0.3664284191,0.7648598003,-1.590390643,-0.8946731946,-1.06961673,-0.7523146506,-0.6638528839,-0.7367985612,-0.5699864654,-1.585063022,-1.159273856,-0.6557156684,-1.001015352,-1.469071674,-0.606321476,-0.7113379435,-1.497214598,-0.8983038827
ctx_lh_G_and_S_frontomargin,0.4832376048,-0.04579412136,-0.5681190963,0.1298959114,0.5514547172,0.9264116246,0.8093162089,0.4524917276,-0.3104609412,0.08653838109,0.1251205363,0.58461341,-0.1034593556,-0.1871528335,0.6172867883,0.6567837642,0.1445860835,1.063847344,0.7272269404
ctx_lh_G_and_S_occipital_inf,-0.2736158655,-0.0253567439,-0.3334068066,0.4114177103,0.2437889215,0.3523050974,0.8801186125,0.4253821399,0.4005868954,0.1166480619,-0.36156638,0.7322803455,-0.3284108482,0.3416883976,0.5163564879,0.8548461111,-0.1926780224,0.1719709399,-0.6492965586
ctx_lh_G_and_S_paracentral,-0.2792176685,-0.3634678639,-0.4670705915,1.356142081,-0.01943848622,0.1666843488,0.2876208154,0.05466818657,-0.1004669723,0.1912620297,-0.3265181187,0.2662867413,0.05760353327,0.4536741055,0.06024035943,0.2813567919,0.2612378949,-0.09360415319,-0.2592007911
ctx_lh_G_and_S_subcentral,0.1228237286,0.04251049967,-0.07232899045,1.111861266,0.7010099739,0.8066260023,0.8388128793,0.5692283854,0.2795861094,0.3145630067,0.0224626832,0.714510546,0.1061015943,0.4973522645,1.059564377,0.327144448,0.5632573434,1.072823232,0.4906258788
ctx_lh_G_and_S_transv_frontopol,0.03211788735,-0.1233152775,-0.7341220448,-0.5114229663,0.5912903376,0.8171515261,1.169283906,0.6888824187,-0.7695561047,0.2671024515,0.08992270543,0.6803202228,-0.1810644097,-0.8683114613,0.6136404075,0.4480113734,0.282688832,1.045019552,0.2823093075
ctx_lh_G_and_S_cingul-Ant,0.9468306267,0.06203609573,0.3418877227,0.223946446,0.8821961431,0.8059943956,0.5836853755,0.3166023314,0.6485770552,0.2466841756,-0.08090001292,0.5315197238,0.1277690553,0.7053513783,1.121709986,0.5193302876,1.315720501,0.8717827084,1.475304078
ctx_lh_G_and_S_cingul-Mid-Ant,0.659111902,-0.03179700177,0.3518681861,0.5527890072,0.4097479171,0.8571922954,0.5783204868,0.3080902477,0.1937552483,0.3824357864,0.1870452225,0.3096154777,0.3812527057,0.6058858524,0.9832747605,0.367988094,0.8946159601,0.5780381025,1.274769106
ctx_lh_G_and_S_cingul-Mid-Post,0.5771294157,-0.198236341,0.351870022,0.9922415775,0.3305581319,0.5652697989,0.35899421,0.1443354716,-0.06671412815,0.3213690532,0.200766907,0.3754117161,0.4469145596,0.3920630324,0.9075683362,0.07765968782,0.6444861422,0.448178137,0.8224056961
ctx_lh_G_cingul-Post-dorsal,1.079147307,-0.2183859358,0.2878765442,0.4558821379,0.6861613422,0.7747287521,0.5371137521,0.2539801879,0.5095204401,0.338584156,0.02816493818,0.7712157851,0.2189436456,0.993983262,1.340589865,0.4499001854,0.330238044,0.3147457394,0.5159554793
ctx_lh_G_cingul-Post-ventral,0.1393434011,-0.6163718564,0.03779260471,-1.239393734,0.2154515532,-0.5468927761,0.660500533,0.412209734,-1.021784039,0.4445841622,-1.450305612,-0.4717670325,-0.2586152716,0.3746719237,0.01702263951,0.3178907813,-0.480247768,-1.20908217,-0.7341072363
ctx_lh_G_cuneus,0.546240057,-0.2640125915,-0.04443201776,0.524607823,0.1526568547,1.106206996,0.9484704859,0.3235880369,0.9726791003,0.5314577165,-0.3535922325,0.9669988446,-0.2270131065,0.7841252313,0.7081393741,1.223762289,0.0001748675819,-0.4247623696,-1.12335785
ctx_lh_G_front_inf-Opercular,0.4057783982,0.08422651028,0.01155792062,0.8004553607,1.069439124,1.386008276,1.259571691,0.7339402487,0.9385016522,0.3231508529,0.3409875021,0.9738988032,0.04279506034,0.5043322323,1.186612611,0.3391926031,0.8897491502,1.225075715,0.9342155068
ctx_lh_G_front_inf-Orbital,0.2971774545,-0.03447075015,-0.07621841654,0.4777896766,0.3024945909,0.6816076726,1.222188348,0.7193260564,0.2917659501,0.3410382756,0.1741948619,0.6636764617,-0.1796132251,0.7022637193,0.72225048,0.1946004753,0.4061031534,0.9299125264,0.6479605611
ctx_lh_G_front_inf-Triangul,0.1733634053,0.02559656674,-0.183445164,0.8844336692,0.3978236484,1.174069092,0.9873627198,0.507324577,0.5001242608,0.2061447086,0.5977365382,1.006362358,-0.137853406,0.1463406717,0.9526539479,0.07404026109,0.5378797147,1.379145849,0.7575025724
ctx_lh_G_front_middle,-0.04047986944,-0.04278497247,-0.40261307,0.2266253955,0.5316009255,1.164666062,1.015621678,0.5229924889,0.2858443519,0.1012604478,0.5517132417,0.969294192,-0.1795936384,-0.04587846598,0.8228155074,0.2998421811,0.6471247117,1.251074044,0.8411299077
ctx_lh_G_front_sup,0.1640910049,-0.09525033907,-0.3613657885,0.2582366379,0.5922460287,0.898714506,0.9637714043,0.4501772117,0.4228794911,0.07964243514,0.2300706112,0.6531992809,-0.09373402822,0.4736580434,0.6714383602,0.4552986887,0.8663121475,0.6709763612,0.8302851158
ctx_lh_G_Ins_lg_and_S_cent_ins,1.061941893,0.8223976499,0.872360839,0.5846038624,1.828505846,0.2700986898,0.8311833773,0.7734911644,0.8750116804,1.18770333,-0.2849307479,0.8826537103,0.8802746299,1.179908261,0.913357501,0.4613992185,0.8553810518,1.128488982,1.086020737
ctx_lh_G_insular_short,0.9703087386,0.6880021082,0.6987241457,0.4077559,1.956168148,0.8402915538,0.9231350655,0.816809027,0.9420959827,0.9909521087,-0.1720266062,0.7979540492,0.4336044068,1.177097924,1.094928376,0.2789092125,1.293483456,1.480631992,1.344348945
ctx_lh_G_occipital_middle,-0.4400060461,-0.02908942186,-0.5681485437,-0.02567893924,-0.2868587998,0.07473582307,1.134846885,0.7099084358,0.05192131964,0.2048023836,-0.2968062911,0.8591185206,-0.3069343756,-0.008308764437,0.7946374816,0.4822066508,-0.05370028433,0.441084819,-0.5031197473
ctx_lh_G_occipital_sup,-0.3150643036,-0.2205325746,-0.4884272091,-0.05265468088,-0.3739113424,-0.2744918124,0.6617648568,0.2992216276,0.2475946213,0.2386687859,-0.4244242757,0.4576149811,-0.3835573149,0.1060238259,0.2545031491,0.4816569374,-0.4285730529,-0.01461677018,-1.054595997
ctx_lh_G_oc-temp_lat-fusifor,0.467508039,0.1706176019,0.1276576542,0.338536742,1.163322035,0.3125770725,0.9354363328,0.5608523823,0.5533627429,0.2873195218,-0.1097240324,0.6279177687,-0.1193403477,0.7224696413,0.7530741009,0.6187375452,0.05876244485,0.5845395929,0.1224215709
ctx_lh_G_oc-temp_med-Lingual,0.3847198282,-0.4129699468,0.08825756478,-0.1005800019,0.1362893164,1.162897426,1.041942181,0.2949932568,0.1708828364,0.5137666341,-0.7504459975,0.4703110161,-0.2618736657,0.6689372012,0.479455417,1.117329685,-0.3457803105,-0.5945718946,-1.113624615
ctx_lh_G_oc-temp_med-Parahip,0.1316877759,0.1816762941,0.3649863951,-0.6338062706,2.005582877,-0.7056835172,0.332863391,0.6486695411,-0.2264092324,1.085941336,-0.7437794697,0.01933760874,-0.0383155969,-0.06619603262,0.1266646485,-0.1458164733,-0.2515943049,0.1398111531,0.1724288288
ctx_lh_G_orbital,0.2344556095,-0.0374516434,-0.2284189083,-0.02741358983,0.2982660164,0.2157939444,1.437683066,0.850578199,-0.3097616468,0.5286906789,-0.08426415357,0.4481228574,-0.1124112094,0.6878673955,0.5833988966,0.3421558685,0.3674907255,0.8970658704,0.7568990654
ctx_lh_G_pariet_inf-Angular,-0.2870176074,0.01101650313,-0.6732616457,-0.683890793,-0.03325875258,0.1979251986,1.304411609,0.9580353486,-0.3465892368,0.09203746624,-0.3711102326,0.5775214978,-0.3345015976,-0.1497089795,0.6244582198,0.4869507083,-0.1482101172,0.7045783791,0.1311993711
ctx_lh_G_pariet_inf-Supramar,-0.0698505117,0.02156067197,-0.3189659177,0.01104929917,0.4337959606,0.5630238141,1.087729859,0.8116053763,-0.4451701421,0.1970407493,-0.2866633914,0.6186869946,-0.1363279338,-0.01579176653,0.8434862128,0.4709809499,0.0807847508,0.9160737182,0.5390483901
ctx_lh_G_parietal_sup,-0.1730567759,-0.1179380527,-0.5616509157,-0.05748432139,0.1619223854,0.3138659246,0.5687304601,0.3370188502,0.161053569,-0.06259790867,-0.1956190559,0.5699568825,-0.2740434238,0.3113455437,0.3437764422,0.4587348766,-0.04792429074,0.1696724859,-0.02268054157
ctx_lh_G_postcentral,-0.5260646506,-0.2134893466,-0.5229607119,0.5781437209,-0.1031105051,0.2491337618,0.327267871,0.08216496776,-0.7027009457,0.13291121,-0.2052232474,0.3088726078,-0.1866504733,-0.06225536888,0.0682103728,0.1930239544,-0.01490287003,0.3524366409,-0.4133821798
ctx_lh_G_precentral,-0.4389192435,-0.2097663695,-0.4752022334,0.8693666012,0.005513196957,0.6470066844,0.6898539422,0.2584879634,-0.09402667532,0.07266364035,0.3264628653,0.5634978086,-0.07529047506,0.1931959625,0.2885113259,0.1997714662,0.4699377955,0.6579460497,0.1715916141
ctx_lh_G_precuneus,0.69232667,-0.1021088513,-0.1108317283,0.4052809629,0.6468279135,0.6285231569,0.9132091306,0.5755232385,0.7975012366,0.1780683283,-0.09116600597,0.9164671819,-0.08808920381,0.9655927616,0.9620197409,0.5673212045,0.4083055881,0.4618947304,0.2847198822
ctx_lh_G_rectus,0.8986118255,0.02873004196,-0.03631653811,-0.2196940194,0.9196591829,0.5509501539,0.850618832,0.5263282858,-0.155902818,0.366661727,-0.2832882838,0.6506963115,0.08254522667,0.7128896112,0.9682537122,0.549481421,0.6809650821,0.8172368888,1.128163279
ctx_lh_G_subcallosal,1.235519901,1.653077587,2.333015708,0.1332431595,0.5274341699,0.4296698674,-0.2046660792,0.1276924081,0.204531311,0.997138077,-0.1323179694,0.5471555294,1.620208156,0.4295852484,0.07034856062,-0.1659778698,2.838707399,0.5944962556,1.599549681
ctx_lh_G_temp_sup-G_T_transv,0.7433810141,0.1031544937,0.31257898,1.124587138,1.128722048,1.006957027,1.124109013,0.5950799745,0.9422365391,0.6894148193,-0.2163493957,0.9465166339,0.5839412944,1.389681218,1.188063322,0.8941007168,0.6919971788,0.2643241254,-0.05808462308
ctx_lh_G_temp_sup-Lateral,0.02996720588,0.4707325677,-0.230391677,0.1841396748,0.7104576685,0.089656795,1.378531628,1.145111266,0.09847453704,0.6312419468,-0.34808948,0.7909302554,-0.0300564849,0.4525708206,0.81435334,0.3298622359,0.2176584567,1.177189823,0.5212748854
ctx_lh_G_temp_sup-Plan_polar,0.5489709994,0.5408889238,0.204402458,-0.2878194955,1.80961619,-0.2084814321,0.6091301582,0.6781748204,0.5553494678,1.107379372,-0.8353579643,0.4075671383,0.03669833312,0.6568409799,0.3370478343,0.3942357684,0.2484992634,1.000353117,0.846300502
ctx_lh_G_temp_sup-Plan_tempo,0.1396249097,0.2004400154,-0.1019341756,0.8878915894,0.9251600141,0.9950900555,1.033637405,0.6790316416,0.566496917,0.236000326,0.1155538759,1.009858194,0.03966788753,0.8452972354,1.248048437,0.5919101253,0.3209560777,1.102845474,0.5175875188
ctx_lh_G_temporal_inf,0.2881175432,0.5412292601,-0.1330129151,0.2810353028,1.18565497,0.3773527533,1.569606545,1.178647742,0.73059818,0.1764464819,-0.2291852934,0.8921749218,-0.2286795778,0.6894538061,0.9095398683,0.533554359,-0.01002438587,0.789623708,0.714230792
ctx_lh_G_temporal_middle,0.1657379245,0.5921988456,-0.2033451761,0.4259623922,0.7290615282,0.3655050216,1.682876573,1.270174678,0.7000029481,0.2779779927,-0.1000154777,1.029809455,-0.2203785964,0.6479847631,1.025425754,0.4892808066,0.09401702711,1.14323413,0.6674425881
ctx_lh_Lat_Fis-ant-Horizont,0.1976833275,-0.1190425333,0.2582778946,0.1725530677,0.3565248098,0.8048292569,0.745469901,0.3599834352,0.6878000211,0.2088669241,0.0843765,0.01263513842,-0.02685529945,0.530393773,0.7444686523,0.6430075265,-0.1940852033,0.1968425069,0.3470386333
ctx_lh_Lat_Fis-ant-Vertical,0.2348712422,-0.06459255063,0.2456857719,0.2623778442,0.6241865345,1.082206518,0.852861202,0.4005239292,0.8053738481,0.2181456598,0.1089131349,0.3836257329,0.04184686323,0.7334889969,0.9288009622,1.209693686,0.2669769649,0.5387730972,0.6871539962
ctx_lh_Lat_Fis-post,0.3204409574,-0.2195755208,0.3704095903,-0.1571125667,0.1740814566,-0.01826513233,0.8336048782,0.4574286867,0.2757928721,0.7284340036,-0.1378399475,-0.2708879172,0.1186367808,0.8919331495,0.341809087,0.5626671916,-0.4937767091,-0.9259044074,-0.1721564847
ctx_lh_Pole_occipital,-0.4400442365,-0.3599569253,-0.4126103633,0.1605090952,-0.4924678385,0.2734361102,0.808276024,0.1398966316,0.2874947461,0.2129308912,-0.5834451854,0.7478950525,-0.455884438,0.1800485085,0.2175098272,0.8613580657,-0.1807348959,-0.1494006243,-1.314323666
ctx_lh_Pole_temporal,0.4369547168,0.7438270227,0.1031496136,-0.3513794685,1.246773205,-0.2885411645,1.084873732,0.9856106248,0.3184224174,0.7086843543,-0.6805288189,0.779827875,-0.1521904642,0.7248602853,0.5515984614,0.2757415926,-0.09626525657,1.2660992,0.9733045793
ctx_lh_S_calcarine,0.5140788337,-0.3676179619,0.1343175216,0.1602810777,-0.3275184917,1.259202355,0.8434136574,0.1685540206,0.4249174752,0.3906940499,-0.4170026105,0.640200047,-0.175320174,0.5952542477,0.2128314135,1.08775278,-0.1437220029,-0.8463452159,-1.083883495
ctx_lh_S_central,-0.1735910083,-0.3112789088,0.0392600086,1.363096141,-0.03579480649,0.6160853333,0.2476805896,-0.01075501149,0.2109558416,0.07472464358,0.04062030352,-0.06742360797,0.2648859974,0.4924023173,0.2014352344,0.5165791528,-0.2585124757,-0.4733894335,-0.5179363931
ctx_lh_S_cingul-Marginalis,0.537069245,-0.2026455747,0.2344112415,0.8355396149,0.2688285726,0.2954942198,0.6117683318,0.3701331032,0.1747402923,0.1593025545,0.01228573596,0.5108816813,0.06473390359,0.6455590148,0.7069063272,0.1662269791,0.3510768511,0.3710254194,0.4479768922
ctx_lh_S_circular_insula_ant,0.8394620826,0.473540477,0.772799553,-0.01116159883,0.938632918,0.582909892,0.640638103,0.3938199303,0.8525200336,0.6286221359,-0.03268115499,0.4290642519,0.2100197934,1.186453417,0.8116864259,0.3101997997,0.6232935217,0.7870526411,1.173431813
ctx_lh_S_circular_insula_inf,0.8289934136,0.6667519513,0.7562927647,0.2593388939,1.354178873,0.07109568052,0.8949227577,0.7197086848,0.78088057,1.085765565,-0.2701239977,0.6367759995,0.6344253574,0.8131644851,0.6099474123,0.5625597977,0.5259500286,0.6071418014,0.6455920905
ctx_lh_S_circular_insula_sup,0.7996995766,0.5036855468,0.9100835822,-0.151827499,0.7200851335,0.1254555833,0.79109026,0.5370088394,0.7642209618,0.7110833711,0.05208648769,0.1502337808,0.5887190559,1.103359885,0.8055652437,0.515072307,0.4401429082,0.1591899154,0.8796632583
ctx_lh_S_collat_transv_ant,0.5412741046,0.5689316524,0.4438916638,-0.3129032691,1.772275057,-0.29663313,0.8848609609,0.6175705449,0.7453694841,0.3086737152,-0.5314497258,0.4744540608,-0.1041458855,0.7455270216,0.3848119628,0.6189312679,-0.304938733,0.6311678728,0.5527247809
ctx_lh_S_collat_transv_post,0.4649352471,-0.1285323656,0.1738306,0.2774727518,0.1138221222,0.4754016082,0.7154973991,0.3244136969,0.5473097219,0.1708086435,-0.08292391196,0.3893133064,-0.1901296827,0.5126433439,0.03362296918,1.229279943,-0.1117328321,-0.1022607385,-0.9732898678
ctx_lh_S_front_inf,0.3863456441,-0.2420433705,0.2495018213,0.1834208362,0.3683601567,0.980474469,0.4467338341,0.1619849823,0.6780775907,-0.01136485169,0.1447483651,-0.1332571999,-0.05213893299,0.6530540338,0.6497417206,0.5527863562,-0.3382016224,-0.07770029793,0.529431746
ctx_lh_S_front_middle,0.3895441646,-0.1718521479,0.1681660195,0.369473479,0.4232019206,0.8060196491,0.1334598717,-0.0293291085,0.8366919094,-0.1733056696,0.02104402163,-0.09442922774,-0.08208835768,0.6054645757,0.5269174732,0.7595728001,-0.2152865533,0.3213464289,0.7547361733
ctx_lh_S_front_sup,0.2330423508,-0.2300467425,0.008282783486,0.1560047377,0.4357229565,0.7731384798,0.3230584328,0.05373634716,0.60264161,-0.1720446168,0.1941062374,0.1248477385,-0.1273438376,0.5057610472,0.5872473368,0.5392925243,0.03826796536,0.09674854384,0.6501935827
ctx_lh_S_interm_prim-Jensen,0.2517993515,0.3468880853,-0.2959571519,0.8146818642,0.8854628622,1.148229256,0.5705483679,0.4075613408,0.9054054574,-0.0982164282,0.4616455794,1.105794695,-0.07284709191,0.8030483738,1.064835947,0.7804377875,0.4356911813,1.44419454,0.8268081177
ctx_lh_S_intrapariet_and_P_trans,0.1891694389,-0.1577226034,0.02518121768,0.409879534,0.2622553648,0.567262701,0.683650248,0.4005389447,0.5780063517,-0.03080607399,-0.01745392646,0.5067504417,-0.2294919991,0.670051921,0.4839511934,0.5108993359,-0.3048391826,-0.09555657117,-0.07515899144
ctx_lh_S_oc_middle_and_Lunatus,-0.1101584729,-0.07667198883,-0.1172917725,0.6856746259,0.4274500982,1.08564243,0.5552280966,0.2300743866,0.7161311554,0.02624998474,0.03620414259,0.8065385664,-0.179291419,0.513007627,0.536197027,0.7948142087,-0.2371573242,0.2010300419,-0.7046522959
ctx_lh_S_oc_sup_and_transversal,0.03696780412,-0.1323119185,-0.04411247905,0.7176482262,0.3995496663,0.9616291364,0.7937162101,0.3845643501,0.6075979421,0.1253077325,0.0007320552482,0.7532648762,-0.1902335329,0.8404757354,0.5280739057,0.5778467795,-0.2556203911,0.0718030071,-0.6732239304
ctx_lh_S_occipital_ant,0.2708262774,-0.04011373289,0.1082388451,0.2088954649,0.990929765,0.6816100171,1.037783128,0.6484548464,0.9561479943,0.3070807157,-0.2180985589,0.4282663726,-0.1019021666,0.8568733674,0.6143627582,0.7841804329,-0.4058702976,-0.1874128566,-0.1894257682
ctx_lh_S_oc-temp_lat,0.6065910857,0.01663526491,0.3125296196,-0.4002758374,0.6677446225,-0.1311448429,0.9469951373,0.6915540859,0.5769975219,0.2098078536,-0.4832253623,-0.1316481133,-0.126042854,0.5222891802,0.008505494017,1.177882477,-0.6259897785,-0.2432586394,0.04148309354
ctx_lh_S_oc-temp_med_and_Lingual,0.8700987393,0.1590559695,0.2876224409,0.02995385026,1.000327566,-0.09293823597,1.057821452,0.6780819031,0.5323188786,0.555633779,-0.1825775926,0.445405542,-0.0922293619,0.8133914814,0.2607223015,1.140631914,-0.09198185439,0.1588452659,-0.2557150649
ctx_lh_S_orbital_lateral,0.4831562367,-0.0128077126,-0.0452328478,0.6159758426,0.6294327305,1.316758103,0.6832517574,0.3760906171,1.029115922,0.01821966651,0.1688898947,0.2652859451,-0.02977313319,0.5123606916,0.5993712627,0.6262673807,-0.02524244969,0.936667257,0.8146162345
ctx_lh_S_orbital_med-olfact,1.209492731,0.4679975445,0.8162397661,-0.1447535254,1.199488512,0.5459687605,0.7389254289,0.535804528,0.3820425156,0.6652513192,-0.2878897762,0.7276842663,0.5359162164,0.7978310561,0.7023060069,0.8361769263,1.091366668,1.053607645,1.237861776
ctx_lh_S_orbital-H_Shaped,0.6052888095,-0.02486697154,0.07417803877,-0.1632457368,0.5932454549,0.7985375587,0.7231888622,0.3196382296,0.3494613981,0.06195262161,-0.2079756934,0.3575621787,0.0130078364,0.9475740244,0.5967092142,0.3979501961,0.05166466647,0.3835300242,0.9561463619
ctx_lh_S_parieto_occipital,0.6210746856,-0.1786167589,0.170094514,0.5820945256,0.1570292555,0.6046107842,0.7313708221,0.3930524413,0.7191937634,0.259221355,-0.05900488234,0.6907119033,-0.1512526471,1.018735987,0.5157166182,0.8436915173,0.2481427342,-0.09047215036,-0.4963576925
