Desikan_roi_gmv LR accuracy,Desikan_roi_gmv XGB accuracy,Desikan_roi_gmv LR F1,Desikan_roi_gmv XGB F1,Desikan_roi_gmv LR Sensitivity,Desikan_roi_gmv XGB Sensitivity,Desikan_roi_gmv LR AUC-PR,Desikan_roi_gmv XGB AUC-PR
0.8816654492330168,0.8860482103725347,0.8568904593639576,0.8594594594594595,0.8915441176470589,0.8768382352941176,0.9224090633019547,0.9235394051776847
0.8685171658144631,0.8911614317019723,0.8615384615384616,0.8852963818321786,0.8333333333333334,0.8556547619047619,0.9508834081929092,0.9650911041896181
0.8516081871345029,0.8691520467836257,0.8278201865988125,0.8406055209260909,0.8776978417266187,0.8489208633093526,0.9322318007289598,0.9142093139245118
0.8501461988304093,0.8472222222222222,0.813466787989081,0.8105167724388033,0.8679611650485437,0.8679611650485437,0.9212228695287246,0.9142999261049449
0.8435672514619883,0.8523391812865497,0.7901960784313725,0.802734375,0.7690839694656488,0.7843511450381679,0.8730057423966203,0.8749177585966337
