Cb_df_far LR accuracy,Cb_df_far XGB accuracy,Cb_df_far LR F1,Cb_df_far XGB F1,Cb_df_far LR Sensitivity,Cb_df_far XGB Sensitivity,Cb_df_far LR AUC-PR,Cb_df_far XGB AUC-PR
0.689119170984456,0.6787564766839378,0.5945945945945946,0.42592592592592593,0.6027397260273972,0.3150684931506849,0.6597207317994354,0.5609287592356382
0.6302083333333334,0.640625,0.5895953757225434,0.43902439024390244,0.6455696202531646,0.34177215189873417,0.6197884268038862,0.5627928722101737
0.6927083333333334,0.703125,0.5203252032520326,0.45714285714285713,0.6153846153846154,0.46153846153846156,0.4178828917630938,0.3863268621333826
0.65625,0.6822916666666666,0.5352112676056338,0.46956521739130436,0.7037037037037037,0.5,0.5364328629307311,0.4256127923245261
0.7083333333333334,0.7135416666666666,0.4909090909090909,0.48598130841121495,0.5294117647058824,0.5098039215686274,0.5290928658327549,0.48246035682977995
