Desikan_feature_selected LR accuracy,Desikan_feature_selected XGB accuracy,Desikan_feature_selected LR F1,Desikan_feature_selected XGB F1,Desikan_feature_selected LR Sensitivity,Desikan_feature_selected XGB Sensitivity,Desikan_feature_selected LR AUC-PR,Desikan_feature_selected XGB AUC-PR
0.8733624454148472,0.8624454148471615,0.8426763110307414,0.8295761947700632,0.848816029143898,0.8378870673952641,0.9273349425916609,0.9114177127852026
0.86608442503639,0.8398835516739447,0.8603945371775418,0.8264984227129337,0.8387573964497042,0.7751479289940828,0.9397453014902861,0.9132357101329237
0.8602620087336245,0.8180494905385735,0.8309859154929577,0.7747747747747747,0.8368794326241135,0.7624113475177305,0.9198284714069188,0.8639358644315794
0.8784570596797671,0.8602620087336245,0.8417061611374408,0.815028901734104,0.8554913294797688,0.815028901734104,0.9194869881296365,0.9022215268095743
0.8384279475982532,0.8224163027656477,0.7827788649706457,0.7649325626204239,0.7590132827324478,0.7533206831119544,0.8688315362321397,0.8583904530970431
