Desikan_coeffs_fs LR accuracy,Desikan_coeffs_fs XGB accuracy,Desikan_coeffs_fs LR F1,Desikan_coeffs_fs XGB F1,Desikan_coeffs_fs LR Sensitivity,Desikan_coeffs_fs XGB Sensitivity,Desikan_coeffs_fs LR AUC-PR,Desikan_coeffs_fs XGB AUC-PR
0.8743608473338204,0.860482103725347,0.843351548269581,0.8258887876025525,0.8511029411764706,0.8327205882352942,0.9273325248728511,0.9056338609563863
0.8685171658144631,0.8349159970781592,0.8623853211009175,0.820919175911252,0.8392857142857143,0.7708333333333334,0.9394303495499696,0.9128539390220779
0.8633040935672515,0.8260233918128655,0.8334817453250223,0.7824497257769653,0.841726618705036,0.7697841726618705,0.919667842149889,0.8632421337378163
0.8786549707602339,0.8647660818713451,0.8416030534351145,0.8216007714561234,0.8563106796116505,0.8271844660194175,0.9194650468733571,0.901794087815437
0.8391812865497076,0.8187134502923976,0.7843137254901961,0.7601547388781431,0.7633587786259542,0.75,0.8680612652298938,0.8560001503394791
