Cn_ovr LR accuracy,Cn_ovr XGB accuracy,Cn_ovr LR F1,Cn_ovr XGB F1,Cn_ovr LR Sensitivity,Cn_ovr XGB Sensitivity,Cn_ovr LR AUC-PR,Cn_ovr XGB AUC-PR
0.7246437552388936,0.6965632858340318,0.6812227074235808,0.5695600475624257,0.7995444191343963,0.5455580865603644,0.6315571612614541,0.6244991932206864
0.7224318658280923,0.7161425576519916,0.6338495575221239,0.5531353135313531,0.7764227642276422,0.5677506775067751,0.5701840379071623,0.5321529959243116
0.6926624737945493,0.680083857442348,0.6246799795186891,0.551967116852613,0.7741116751269036,0.5964467005076142,0.5514561803981733,0.5290788396094559
0.6691823899371069,0.6691823899371069,0.6145578895945286,0.5383265067290813,0.7736777367773677,0.5658056580565806,0.48567609980156146,0.50482587208862
0.6255765199161426,0.6381551362683439,0.5927952576379389,0.5332612222823148,0.7946210268948656,0.6026894865525673,0.47933117277228005,0.47522037017086716
