Desikan_vbm LR accuracy,Desikan_vbm XGB accuracy,Desikan_vbm LR F1,Desikan_vbm XGB F1,Desikan_vbm LR Sensitivity,Desikan_vbm XGB Sensitivity,Desikan_vbm LR AUC-PR,Desikan_vbm XGB AUC-PR
0.8612125639152666,0.8677867056245434,0.8285198555956679,0.8303655107778819,0.84375,0.8143382352941176,0.905378322630734,0.9137456571615195
0.8685171658144631,0.8772826880934989,0.8613251155624037,0.8681318681318682,0.8318452380952381,0.8229166666666666,0.9365897540727982,0.9487974722453189
0.8428362573099415,0.8713450292397661,0.8167092924126172,0.8445229681978799,0.8615107913669064,0.8597122302158273,0.9222594446487673,0.9296317951165527
0.8706140350877193,0.881578947368421,0.8302972195589645,0.8433268858800773,0.8407766990291262,0.8466019417475729,0.9155081559973295,0.9230734616069111
0.831140350877193,0.8552631578947368,0.7746341463414634,0.8016032064128257,0.7576335877862596,0.7633587786259542,0.8589621020036913,0.8995391374951776
