Cb_df_near LR accuracy,Cb_df_near XGB accuracy,Cb_df_near LR F1,Cb_df_near XGB F1,Cb_df_near LR Sensitivity,Cb_df_near XGB Sensitivity,Cb_df_near LR AUC-PR,Cb_df_near XGB AUC-PR
0.6683937823834197,0.8393782383419689,0.37254901960784315,0.11428571428571428,0.76,0.08,0.3616570178053176,0.1866954873606226
0.6041666666666666,0.828125,0.2962962962962963,0.15384615384615385,0.5714285714285714,0.10714285714285714,0.26350392884188867,0.26512880676012496
0.6770833333333334,0.8645833333333334,0.225,0.1875,0.45,0.15,0.1479555572938659,0.1802747945182556
0.7083333333333334,0.8177083333333334,0.4166666666666667,0.0,0.7692307692307693,0.0,0.37710036079468134,0.20495824656259437
0.7291666666666666,0.8125,0.3333333333333333,0.18181818181818182,0.5909090909090909,0.18181818181818182,0.21078409246114638,0.19857629499561502
