Feature_selected_ad_ovr LR accuracy,Feature_selected_ad_ovr XGB accuracy,Feature_selected_ad_ovr LR F1,Feature_selected_ad_ovr XGB F1,Feature_selected_ad_ovr LR Sensitivity,Feature_selected_ad_ovr XGB Sensitivity,Feature_selected_ad_ovr LR AUC-PR,Feature_selected_ad_ovr XGB AUC-PR
0.7921207041072925,0.8034367141659682,0.6560332871012483,0.6035502958579881,0.7962962962962963,0.601010101010101,0.7250949705510018,0.6447511983240972
0.7492662473794549,0.7714884696016772,0.6358099878197321,0.5905334335086401,0.7653958944281525,0.5762463343108505,0.7044644450929881,0.6424442976994227
0.7651991614255765,0.7752620545073375,0.6180081855388813,0.5592105263157895,0.798941798941799,0.599647266313933,0.6681237682131724,0.5886201709362635
0.8012578616352202,0.8121593291404612,0.6325581395348837,0.5805243445692884,0.807920792079208,0.6138613861386139,0.6800618892043943,0.6166900771013628
0.8138364779874214,0.8109014675052411,0.6035714285714285,0.5257623554153522,0.6940451745379876,0.5133470225872689,0.6206816970489686,0.5629551857689383
