Feature_selected_cb_df_far LR accuracy,Feature_selected_cb_df_far XGB accuracy,Feature_selected_cb_df_far LR F1,Feature_selected_cb_df_far XGB F1,Feature_selected_cb_df_far LR Sensitivity,Feature_selected_cb_df_far XGB Sensitivity,Feature_selected_cb_df_far LR AUC-PR,Feature_selected_cb_df_far XGB AUC-PR
0.6839378238341969,0.6787564766839378,0.5850340136054422,0.44642857142857145,0.589041095890411,0.3424657534246575,0.6609535796591903,0.5647173695488701
0.6354166666666666,0.609375,0.5930232558139535,0.43609022556390975,0.6455696202531646,0.3670886075949367,0.6185916651278345,0.5436421828765688
0.6927083333333334,0.734375,0.528,0.5321100917431193,0.6346153846153846,0.5576923076923077,0.4197062814926985,0.45902109899904814
0.65625,0.6875,0.5352112676056338,0.4827586206896552,0.7037037037037037,0.5185185185185185,0.5356389469231975,0.4428951074884384
0.7083333333333334,0.7291666666666666,0.5,0.5,0.5490196078431373,0.5098039215686274,0.5309394495147784,0.47364274251860505
